Month,spring,summer,winter,Mean Pressure(hPa),pressure_sma_7,Absolute Daily Max(deg. C),Mean(deg. C),Absolute Daily min(deg. C),Mean Dew Point(deg. C),Mean Relative Humidity(%),humidity_sma_7,Mean Amount of Cloud(%),cloud_sma_7,Total Bright Sunshine(hours),sunshine_sma_7,Prevailling Wind Direction(degrees),PWD_missing,Mean Wind Speed(km/h),MWS_missing,Total Rainfall(mm),rainfall_sma_7
8,0,1,0,-1.292165940186101,-1.4341291954515794,1.5733522505209838,1.446069174184857,1.395485997808046,1.0358023552762798,-0.41522854202686993,-1.1989045206124245,-0.7544709492499362,0.09774975855599186,1.2609878821949771,0.6007336641951984,1.2483214967467735,False,-0.1289326393455141,False,-0.3146028767245181,-0.5281724561552663
1,0,0,1,1.7784065129280504,1.3369041750580615,-1.6212305787000527,-1.8078730071975542,-1.7642570681188183,-1.7376800489930904,-0.7101098837028834,-1.1804236364761989,-0.41844435776437783,-0.21366326893118712,0.7213480116628191,0.16923351212016213,-0.6819666771151897,False,0.2730902474653601,False,-0.3146028767245181,-0.5942107804151434
12,0,0,1,0.5962361184791126,0.7812908850322237,-0.841158027378637,-0.619307300225536,-0.42669711996572823,-0.5707880618309773,-0.21864098090952766,-1.4761177826558156,-0.7124676253142415,-0.7691567774218298,0.8241365584308494,0.8846153431919433,-0.36025198147152915,False,1.9816875164115755,False,-0.3146028767245181,-0.5942107804151439
12,0,0,1,1.8244650997247558,1.3626921336669566,-1.695523202635426,-1.5935414862681738,-1.5316379467008894,-2.3634047377611798,-2.5776917143176354,-1.3837133619746858,0.8416553603064661,0.4596621959059559,-1.308725787005776,-0.6824115248700512,-1.0036813727588503,False,1.0771360210871084,False,-0.3146028767245181,-0.5942107804151399
6,0,1,0,-1.5992231854975163,-1.8772132115480489,0.8861454791187843,0.9199827137218326,0.8720929746177067,0.5791924472563226,-0.6118161031442122,-0.12701324071130876,-0.3344377098929882,0.5101616057687419,0.6699537382788041,-0.2906548078545474,-0.4674902133527493,False,1.4791589078979825,False,-0.3146028767245181,1.3532723506996573
1,0,0,1,-0.14070127026829424,0.7109600888262986,-1.1940479910716582,-1.0479703420842967,-0.9694750699408953,-0.5538765837561639,0.862590605235855,0.8709545026449008,0.7576487124350766,0.12299946348738483,-0.64060023301358,-0.3701416779736447,-0.6819666771151897,False,-0.22943836104823265,False,-0.3146028767245181,-0.5942107804151381
10,0,0,0,0.21241456183984367,0.2655317128559251,0.7561333872318817,0.6471971416298935,0.7170135603390875,0.4100776665081903,-0.41522854202686993,-0.3118220820735702,-0.796474273185631,-0.11266444920561519,1.4151707023470224,0.9584245797310922,-0.36025198147152915,False,0.5746074125735158,False,-0.3146028767245181,-0.5721980056618505
11,0,0,0,0.5655303939479641,1.004005073017112,-1.0083164312332258,-0.9310622397591798,-0.8337805824471037,-0.24946997840952614,1.6489408497052243,-0.5520735758445102,0.9676653321135505,-0.6849910943171872,-1.308725787005776,0.09542427558100941,-1.0036813727588503,False,-0.3299440827509512,False,0.4024134954858294,-0.04777601889223992
2,0,0,1,1.1489391600396635,0.8117675633878634,-1.6769500466515825,-1.6909649048724376,-1.647947507409854,-1.6023882243945844,-0.6118161031442122,0.7600691978275436,0.7156453884993818,1.082488250880313,-1.0517544200857005,-1.647609233458955,-1.0036813727588503,False,0.17258452576264155,False,-0.3146028767245181,-0.590326173105739
12,0,0,1,0.6883532920725406,1.336904175058136,-0.5625606876209884,-0.619307300225536,-0.6399313145988298,-0.5538765837561639,-0.1203472003508565,-1.45763689851959,-2.266590610934949,-3.30254383887158,0.9783193785828945,1.5375432048844238,-0.6819666771151897,False,-0.7319669695618254,False,-0.3146028767245181,-0.5942107804151381
11,0,0,0,0.6883532920725406,0.678139050596867,-0.41397543975024237,-0.132190207204217,0.0579260496549565,-0.6722569302798567,-1.4964601281722525,-0.8108059537516759,0.7576487124350766,0.1314160317978489,-1.2830286503137684,0.29414145087872484,-0.4674902133527493,False,1.6801703513034196,False,-0.3146028767245181,-0.5942107804151399
4,1,0,0,1.1182334355085148,0.20926707589125967,-1.4354990188616203,-1.3792099653387935,-1.4347133127767524,-0.976663535626495,0.4694154830011704,1.554747215685268,0.8416553603064661,1.023572272707063,-1.308725787005776,-1.6248986991392151,-1.0036813727588503,False,0.072078804059923,False,-0.3146028767245181,-0.45048030996717686
5,1,0,0,-0.27887703065842756,-0.6206363193375178,1.0904501949410594,1.0758601834886548,1.1822518031749452,1.0527138333510933,0.2728279218838281,0.9079162709173538,0.3376154730781286,0.7205758135303489,-0.3836288660935048,-0.7051220591897895,1.0338450329843332,False,-1.1339898563726996,False,-0.295092227140563,0.23191570738488598
2,0,0,1,0.9493519505872331,1.175143343784639,-0.5439875316371449,-0.7751847699923576,-0.8531655092319307,-0.8751946671776156,-0.7101098837028834,-0.2933411979373446,0.463625444885213,0.12299946348738483,-0.6662973697055876,-0.39852984587331475,-0.6819666771151897,False,0.17258452576264155,False,-0.3146028767245181,-0.5942107804151432
12,0,0,1,0.7037061543380975,1.1141899870729493,-0.5254143756533021,-0.58033793278383,-0.7562408753077937,-0.6046110179806037,-0.3169347614681988,-1.0880192157950672,0.8416553603064661,0.897323748050099,-1.1802401035457382,-0.6597009905503074,-1.1109196046400704,False,-0.028426917642795556,False,-0.2170496288047429,-0.5670185292493113
2,0,0,1,0.6730004298069664,1.158732824670203,-0.9154506513140096,-1.0284856583634436,-0.9888599967257223,-0.4693191933820977,1.1574719469118684,-0.2009367772562148,0.9256620081778558,-1.0469035316671513,-1.2573315136217609,0.6972534350540953,-0.5747284452339695,False,1.2781474644925455,False,-0.0902304065090352,-0.5307621943615366
2,0,0,1,0.5962361184791126,0.844588601617295,-0.3396828158148697,-0.36600641185445,-0.3297724860415913,-0.11417815381102017,0.4694154830011704,0.3719706309667951,0.7156453884993818,0.5354113107001349,-0.17805177255744445,-0.03516129675748764,-0.89644314087763,False,-1.5360127431835737,False,-0.3146028767245181,-0.5942107804151395
9,0,1,0,-0.9544029703435374,-0.9605685009987239,0.9232917910864705,0.9004980300009795,0.8720929746177067,0.9005105306777738,0.37112170244249926,1.0003206915984837,0.7156453884993818,0.5943272888733849,-0.10096036248142189,-0.2395561056351374,-0.5747284452339695,False,2.1826989598170123,False,0.0999984269345264,2.614474857152992
1,0,0,1,0.9339990883216588,1.0063494328906801,-1.3612063949262476,-1.4181793327804988,-1.3959434592070978,-1.8729718735915961,-1.7913414698482661,-2.6958561356467396,-2.7706304981632868,-3.3193769754925087,1.0040165152749019,1.3445036631666525,-0.4674902133527493,False,0.17258452576264155,False,-0.3146028767245181,-0.5942107804151439
7,0,1,0,-1.1539901797959502,-1.8631470523071625,1.1275965069087464,0.8030746113967158,0.7557834139087428,0.9681564429770271,0.7642968246771839,1.5917089839577192,0.16960217733534938,0.964656294533813,0.18170814113066086,-1.4205038902615668,0.4976538735782323,False,-1.4355070214808552,False,-0.3146028767245181,3.9197029131129164
1,0,0,1,-0.631992862766548,0.3171076300735661,-0.9340238072978532,-0.7751847699923576,-1.105169557434687,-0.0972666757362067,1.6489408497052243,0.8155118502362222,1.05167197998494,0.5774941522524559,-1.308725787005776,-0.7618983949891461,-0.89644314087763,False,-0.9329784129672625,False,-0.20241664161677664,-0.5605441837336369
3,1,0,0,1.8398179619903474,2.1644632104134947,-1.1754748350878153,-1.3792099653387935,-1.3765585324222704,-1.331804575197573,-0.5135223225855411,-0.5520735758445102,-1.0484942167998,-0.20524670062072306,1.2352907455029698,-0.0010954952778765214,-0.4674902133527493,False,1.177641742789827,False,-0.3146028767245181,-0.5942107804151443
9,0,1,0,-1.2000487665926731,-0.8972707844137832,1.0533038829733732,0.9004980300009795,0.7557834139087428,0.004202192712672333,-1.8896352504069371,-1.4021942461109114,-1.5525341040281375,-1.5518976302950087,1.2866850188869847,1.458056334765337,2.642418511202636,False,-0.7319669695618254,False,-0.3146028767245181,-0.49839046678316384
